uid,号码,商户名称,比对结果,entName,regOrg,address,province,city,county,areaCode,entStatus,区号,一致否
268,02131229799,银鼎精密元件有限公司,精确一致,,,,,,,,,,
269,02131666768,和硕科技,模糊一致,,,,,,,,,,
270,02137818168,上海达丰电脑有限公司,精确一致,,,,,,,,,,
271,02137818800*5789,友达光电,精确一致,,,,,,,,,,
272,02138113768,上海昌硕科技,精确一致,,,,,,,,,,
273,02138113768*50510,上海昌硕,精确一致,,,,,,,,,,
274,02138113768*50512,和硕联合科技,模糊一致,,,,,,,,,,
275,02150461771,藤仓电子（上海）有限公司,精确一致,藤仓电子（上海）有限公司,自由贸易试验区市场监管局,中国（上海）自由贸易试验区上海市外高桥保税区日樱北路199号56号第一层A部位、第二层A部位、第三层A部位和第四层A部位,上海,上海市,,310115,在营（开业）,021,一致
276,02154071998,上海建浩工程顾问有限公司,精确一致,上海建浩工程顾问有限公司,宝山区市场监督管理局,上海市宝山区上大路668号256C室,上海,上海市,宝山区,310113,在营（开业）,021,一致
277,02154336899,英华达上海有限公司,精确一致,,,,,,,,,,
278,02156686633,上海家诺华化妆品有限公司,精确一致,上海家诺华化妆品有限公司,上海市工商行政管理局,上海市松江区洞泾镇同顺路38号1幢1-3层,上海,上海市,松江区,310117,在营（开业）,021,一致
279,02156860000,上海中集宝伟工业有限公司,精确一致,上海中集宝伟工业有限公司,上海市工商行政管理局,上海市宝山区月罗路1881号,上海,上海市,宝山区,310113,在营（开业）,021,一致
280,02157777775,上海市奔腾电工,精确一致,,,,,,,,,,
281,02158354870,长航医院,精确一致,,,,,,,,,,
282,02158357717,中港疏浚有限公司,精确一致,中港疏浚有限公司,自由贸易试验区市场监管局,中国（上海）自由贸易试验区源深路92号10楼,上海,上海市,,310115,在营（开业）,021,一致
283,02158713222,上海沪东中华造船厂,精确一致,,,,,,,,,,
284,02158719236,上海沪立电梯设备成套有限公司,精确一致,上海沪立电梯设备成套有限公司,金山区市场监管局,上海市金山区松隐经济小区,上海,上海市,金山区,310116,在营（开业）,021,一致
285,02158772921,上海吉贝克信息技术有限公司,精确一致,上海吉贝克信息技术有限公司,杨浦区市场监管局,上海市杨浦区翔殷路1088号15层,上海,上海市,杨浦区,310110,在营（开业）,021,一致
286,02159290113,上海美蓓亚精密机电有限公司,精确一致,上海美蓓亚精密机电有限公司,上海市工商行政管理局,上海市青浦区金泽镇沪青平公路8313号,上海,上海市,青浦区,310118,在营（开业）,021,一致
287,02159542900,威通电器成套设备有限公司,精确一致,,,,,,,,,,
288,02159592300*202,上海风华塑料制品有限公司,精确一致,上海风华塑料制品有限公司,嘉定区市场监管局,上海市嘉定区曹安路4988号,上海,上海市,嘉定区,310114,在营（开业）,021,一致
289,02159936238,上海豪申地毯有限公司,精确一致,上海豪申地毯有限公司,嘉定区市场监管局,上海市嘉定区沪宜公路5358号4层J384室,上海,上海市,嘉定区,310114,在营（开业）,021,一致
290,02160173999,如新中国,精确一致,,,,,,,,,,
291,02160373535,上海同致汽配园,精确一致,,,,,,,,,,
292,02161017888*8088,维音信息,模糊一致,,,,,,,,,,
293,02161206688,上海国基电子有限公司,不一致,,,,,,,,,,
294,02161682361,上海泰欣环境工程有限公司,精确一致,,,,,,,,,,
295,02161713030,TutorGroup麦奇教育,精确一致,,,,,,,,,,
296,02161951868,上海日腾电脑配件,模糊一致,,,,,,,,,,
297,02161951869,日沛电脑配件（上海）有限公司,模糊一致,日沛电脑配件（上海）有限公司,上海市工商局,上海市松江区申港路3636号,上海,上海市,松江区,310117,在营（开业）,021,一致
298,02162483180*590301,华东医院,精确一致,,,,,,,,,,
299,02162534330,中国邮电器材华东分公司,精确一致,,,,,,,,,,
300,02162580000,强生出租汽车有限公司,模糊一致,,,,,,,,,,
301,02163189188*63165,上海申通地铁车辆分公司,模糊一致,,,,,,,,,,
302,02163190000*0,兰生物业,精确一致,,,,,,,,,,
303,02163306030*6221,中国出口信用保险公司,精确一致,中国出口信用保险公司,北京市工商行政管理局,北京市西城区丰汇园11号丰汇时代大厦,北京,北京市,,110102,在营（开业）,021,不一致
304,02163683111,上海巨勒电子科技有限公司,精确一致,上海巨勒电子科技有限公司,松江区市场监管局,上海市松江区长桥南街42号4幢A区208室,上海,上海市,松江区,310117,在营（开业）,021,一致
305,02163817688,上海精中集团,模糊一致,,,,,,,,,,
306,02163931234*1,上海外滩茂悦大酒店,精确一致,,,,,,,,,,
307,02164385700,上海中医药大学附属龙华医院,精确一致,,,,,,,,,,
308,02164517070,东北四季饺子王,精确一致,,,,,,,,,,
309,02164659999,上海市闵行区虹桥医院,精确一致,,,,,,,,,,
310,02164909996*179,上海东富龙拓溥科技有限公司,精确一致,上海东富龙拓溥科技有限公司,上海市工商局,上海市闵行区都会路139号第1幢D区,上海,上海市,闵行区,310112,在营（开业）,021,一致
311,02164952827,上海未来伙伴机器人有限公司,模糊一致,上海未来伙伴机器人有限公司,徐汇区市场监督管理局,钦州北路1122号90幢8层,上海,上海市,徐汇区,310104,在营（开业）,021,一致
312,02164967718,上海维科精密模塑有限公司,精确一致,上海维科精密模塑有限公司,上海市工商局,上海市徐汇区华泾路1250号,上海,上海市,徐汇区,310104,在营（开业）,021,一致
313,02165259999,上海天伦医院,精确一致,,,,,,,,,,
314,02167109300,奥托立夫,模糊一致,,,,,,,,,,
315,02167241111*0,金山石化瑞鑫百货,精确一致,,,,,,,,,,
316,02167742188,小川香料上海有限公司,精确一致,,,,,,,,,,
317,02167777777,正泰电气股份有限公司,模糊一致,正泰电气股份有限公司,上海市工商行政管理局,上海市松江区思贤路3555号,上海,上海市,松江区,310117,在营（开业）,021,一致
318,02168135590*3952,周浦医院,精确一致,,,,,,,,,,
319,02224365016,天津醒狮电动车业有限公司,精确一致,天津醒狮电动车业有限公司,天津市东丽区市场和质量监督管理局,天津市东丽区军粮城津塘公路8号桥,天津,天津市,东丽区,120110,在营（开业）,022,一致
320,02229525238,全福鞍座,精确一致,,,,,,,,,,
321,02229588888,天津市凯旋王国,精确一致,,,,,,,,,,
322,02259326666,玖龙纸业（天津）有限公司,精确一致,玖龙纸业（天津）有限公司,天津市宁河区市场和质量监督管理局,天津市宁河区经济开发区,天津,天津市,宁河区,120221,在营（开业）,022,一致
323,02266863333*6181,三星电机有限公司,精确一致,,,,,,,,,,
324,02283554155,天津市浦源西电科技有限公司,精确一致,天津市浦源西电科技有限公司,天津市津南区市场和质量监督管理局,天津市津南区咸水沽镇聚兴道7号1号楼503-1,天津,天津市,津南区,120112,在营（开业）,022,一致
325,02288216148,公安河西分局下瓦房派出所,精确一致,,,,,,,,,,
326,02340702589,金科物业服务集团有限公司,精确一致,金科物业服务集团有限公司,重庆市工商行政管理局江北区分局,重庆市江北区五里店五黄路侧“金科花园”,重庆,重庆市,江北区,500105,在营（开业）,023,一致
327,02341414931,太平洋保险公司,精确一致,,,,,,,,,,
328,02341512977,璧山区救助站,精确一致,,,,,,,,,,
329,02342751050,重庆市合川区国土房管局,模糊一致,,,,,,,,,,
330,02342820620,中国人寿保险合川支公司,精确一致,,,,,,,,,,
331,02342838667,平安保险,精确一致,,,,,,,,,,
332,02342889218,凯逸楼,精确一致,,,,,,,,,,
333,02343795500,中国太平洋人寿股份有限公司,精确一致,,,,,,,,,,
334,02344345666,名人大酒店,精确一致,,,,,,,,,,
335,02344558999,潼南东方实业有限公司,模糊一致,,,,,,,,,,
336,02344579999,潼南东方实业有限公司,精确一致,,,,,,,,,,
337,02344598808,重庆永易达汽车销售有限公司,精确一致,,,,,,,,,,
338,02345340277,重庆市吟松食品股份有限公司,精确一致,,,,,,,,,,
339,02345516999,重庆铜梁荣德医院,精确一致,,,,,,,,,,
340,02345684529,重庆市铜梁区巴川畜牧兽医站,精确一致,,,,,,,,,,
341,02345698336,重庆市铜梁区巴川街道,精确一致,,,,,,,,,,
342,02346212002,峰高街道办事处,精确一致,,,,,,,,,,
343,02347529329,重庆江津区贝思特培训中心,精确一致,,,,,,,,,,
344,02347555890,几江防洪堤工程有限公司,模糊一致,,,,,,,,,,
345,02348308065,万盛经开区平山园区管委会,无法匹配,,,,,,,,,,
346,02348690666,重庆市綦江区徐生记大酒楼,精确一致,,,,,,,,,,
347,02349391882,重庆永川惠民中医医院,精确一致,,,,,,,,,,
348,02351525577,美厨娘,精确一致,,,,,,,,,,
349,02358296268,重庆浙交市政建设有限公司,精确一致,重庆浙交市政建设有限公司,重庆市工商行政管理局万州区分局,重庆市万州区玉澜路205号3251室,重庆,重庆市,万州区,500101,在营（开业）,023,一致
350,02358372243,万州区周家坝车管所,模糊一致,,,,,,,,,,
351,02360303777,富桥贵足道,精确一致,,,,,,,,,,
352,02360310222,重庆熠美实业有限公司,精确一致,,,,,,,,,,
353,02362413199,重庆合悦汇百聚物流有限公司,精确一致,,,,,,,,,,
354,02362417777,协信宏亚起亚4S店,精确一致,,,,,,,,,,
355,02362513960,重庆弘圣医药有限公司,精确一致,重庆弘圣医药有限公司,重庆市工商行政管理局南岸区分局经开区局,重庆市南岸区茶园新区迎春路12号（办公楼）,重庆,重庆市,南岸区,500108,在营（开业）,023,一致
356,02362751275,重庆江南殡仪馆,精确一致,,,,,,,,,,
357,02362981207,北京中勘迈普科技有限公司,精确一致,北京中勘迈普科技有限公司,北京市工商行政管理局昌平分局,北京市昌平区回龙观镇高新四街6号院1号楼319、320,北京,北京市,昌平区,110108,在营（开业）,023,不一致
358,02363018478,重庆格调装饰,模糊一致,,,,,,,,,,
359,02363052781,重庆祥运物流,精确一致,,,,,,,,,,
360,02363107555*0613,中国石化重庆石油分公司,精确一致,,,,,,,,,,
361,02363613855,重庆市九龙坡区莱茵幼儿园,精确一致,,,,,,,,,,
362,02363835469,重庆聚财道企集咨询有限公司,精确一致,,,,,,,,,,
363,02363917777,重庆市天才足球学院,精确一致,,,,,,,,,,
364,02365038579,重庆联宝嘉装饰公司,精确一致,,,,,,,,,,
365,02365154679,缆搏挽科技有限公司,精确一致,,,,,,,,,,
366,02365307121,重庆一中,模糊一致,,,,,,,,,,
367,02365361868,重庆市恒康汽车运输有限公司,不一致,,,,,,,,,,
368,02365398888,英业达重庆有限公司,模糊一致,,,,,,,,,,
369,02365398888*69145,英业达有限公司,模糊一致,,,,,,,,,,
370,02365472487,沃尔玛超市重庆欣阳广场店,精确一致,,,,,,,,,,
371,02365472818,沃尔玛超市重庆沙坪坝店,精确一致,,,,,,,,,,
372,02365703319,重庆富川机电有限公司,精确一致,重庆富川机电有限公司,重庆市工商行政管理局九龙坡区分局,重庆市九龙坡区白市驿镇,重庆,重庆市,九龙坡区,500107,在营（开业）,023,一致
373,02365755867,重庆新大正物业集团有限公司,精确一致,,,,,,,,,,
374,02367000777,融创房地产集团重庆分公司,模糊一致,,,,,,,,,,
375,02367191500,重庆民康实业有限公司,精确一致,重庆民康实业有限公司,重庆市工商行政管理局渝北区分局,重庆市渝北区双龙湖街道两路工业园区B11-3号地块,重庆,重庆市,渝北区,500112,在营（开业）,023,一致
376,02367251703,重庆市华青汽车配件有限公司,精确一致,重庆市华青汽车配件有限公司,重庆两江新区市场和质量监督管理局,重庆市江北区鱼嘴镇长美路103号1号厂房,重庆,重庆市,江北区,500112,在营（开业）,023,一致
377,02367460879,龙坤餐厅,精确一致,,,,,,,,,,
378,02367465090,重庆第一太平融科物业,精确一致,,,,,,,,,,
379,02367642355,华宁汽车维修服务,精确一致,,,,,,,,,,
380,02367727367,龙湖物业租售中心,精确一致,,,,,,,,,,
381,02367853980,江北中医院,精确一致,,,,,,,,,,
382,02367879492,九弘医药,精确一致,,,,,,,,,,
383,02367888596,重庆博驰房地产有限公司,精确一致,,,,,,,,,,
384,02367907201,交通银行重庆市分行,精确一致,,,,,,,,,,
385,02368086761,重庆途誉教学设备有限公司,精确一致,重庆途誉教学设备有限公司,重庆市工商行政管理局九龙坡区分局高新区局,重庆市九龙坡区石桥铺科园二路7号附4号6-2号,重庆,重庆市,九龙坡区,500107,在营（开业）,023,一致
386,02368402393,重庆桐君阁医药有限公司,模糊一致,,,,,,,,,,
387,02368622552,中国平安重庆石桥铺支公司,精确一致,,,,,,,,,,
388,02368623943,重庆旗胜清洁有限公司,精确一致,重庆旗胜清洁有限公司,重庆市工商行政管理局渝中区分局,重庆市渝中区南纪门生资市场２17号4-12号,重庆,重庆市,渝中区,500103,在营（开业）,023,一致
389,02368686000,重庆新安洁,精确一致,,,,,,,,,,
390,02368829211,重庆精耐特工具有限公司,精确一致,重庆精耐特工具有限公司,重庆市工商行政管理局九龙坡区分局,重庆市九龙坡区白市驿镇农科大道66号附780号,重庆,重庆市,九龙坡区,,在营（开业）,023,一致
391,02368869999,快乐食间管理有限公司,精确一致,,,,,,,,,,
392,02368967923,先友科技有限公司,精确一致,,,,,,,,,,
393,02368969666,重庆首创置业股份有限公司,精确一致,,,,,,,,,,
394,02370738766,重庆航力船务有限公司,精确一致,重庆航力船务有限公司,重庆市丰都县工商行政管理局,重庆市丰都县三合街道滨西路六支路3号,重庆,重庆市,丰都县,500230,在营（开业）,023,一致
395,02371410190,南川区文物管理所,精确一致,,,,,,,,,,
