序号,单位电话,单位名称,查得名称,查得名称与单位名称是否一致,found
305,02159290113,上海美蓓亚精密机电有限公司,上海美蓓亚精密机电有限公司,精准一致,上海美蓓亚精密机电有限公司
306,076961817162,中国电信,中国电信(中央大街西营业厅),精准一致,
307,01067855688,北京市京东方光电科技有限公司,北京京东方光电有限公司,精准一致,北京京东方光电有限公司
308,037162587586,郑州雪麦龙食品香料有限公司,郑州雪麦龙食品香料有限公司,精准一致,郑州雪麦龙食品香料有限公司
309,05643269889,安徽碧疆环保科技有限公司,安徽碧疆环保科技有限公司,精准一致,
310,051269580886,苏州民族管弦乐团有限公司,苏州民族管弦乐团有限公司,精准一致,
311,07563936888,珠海光纬金电科技有限公司,珠海光纬金电科技公司,精准一致,珠海光纬金电科技公司
312,02457771532,绿荫出租公司,绿荫出租公司,精准一致,
313,03738966608,河南蓝天医疗器械有限公司,河南省蓝天公司,精准一致,河南省蓝天公司
314,02037278683,广州杰锐体育设备有限公司,广州杰锐体育设施有限公司,精准一致,广州杰锐体育设施有限公司
315,09372688169,酒泉职业技术学院,酒泉职业技术学院,精准一致,酒泉职业技术学院
316,02495510000*95510,阳光保险集团,阳光保险,精准一致,阳光保险
317,05375677733,济宁鸿瑞安装工程有限公司,济宁鸿瑞安装工程有限公司,精准一致,
318,055163685033,安徽宇欣广播电视器材有限公司,安徽宇欣广播电视器材有限公司,精准一致,安徽宇欣广播电视器材有限公司
319,075786609366,淼福猪肚鸡,淼福猪肚鸡(丹灶沙边店),精准一致,淼福猪肚鸡(丹灶沙边店)
320,05338160130,山东鑫炬建工有限公司,山东鑫炬建工有限公司,精准一致,山东鑫炬建工有限公司
321,01062915726,北京华奥股份有限公司,北京华奥股份有限公司,精准一致,
322,03154562091,唐山秦瑞电气有限公司,唐山秦瑞电气有限公司,精准一致,
323,02488765855*640,沈阳惠美达科技有限公司,沈阳惠美达科技有限公司,精准一致,
324,05337084228,淄博顺昌运输有限公司,淄博顺昌运输有限公司,精准一致,淄博顺昌运输有限公司
325,01082237710,北京家友科技有限公司,北京家友科技有限公司,精准一致,北京家友科技有限公司
326,07523755888,惠州建富科技电子有限公司,惠州市建富科技电子有限公司,精准一致,惠州市建富科技电子有限公司
327,09173397967,宝鸡市中心医院,宝鸡市中心医院,精准一致,
328,05925111390,厦门如意三煲食品有限公司,厦门如意三煲食品有限公司,精准一致,
329,05522070107,中国太平洋保险股份有限公司,中国太平洋保险(集团)股份有限公司,精准一致,中国太平洋人寿保险股份有限公司蚌埠中心支公司
330,03576895284,翼翔有限责任公司,翼翔有限责任公司,精准一致,
331,02085289420,广东长大建筑有限公司,广东长大建筑有限公司,精准一致,
332,03178696000,河北省沧州监狱,河北省沧州监狱,精准一致,沧州监狱总值班室
333,02029071663,遇见爱妮鞋业有限公司,遇见爱妮鞋业有限公司,精准一致,
334,051257750888,欣兴同泰科技昆山有限公司,欣兴同泰科技(昆山)有限公司,精准一致,欣兴同泰科技(昆山)有限公司
335,09996784126,伊犁圆通速递有限责任公司,伊犁圆通速递有限责任公司,精准一致,
336,09513026488,七尚宁夏电子传媒有限公司,七尚宁夏电子传媒有限公司,精准一致,
337,03733375673,河南省第二建设集团有限公司,河南省第二建设集团有限公司,精准一致,
338,09942201858,新疆杜氏旅游有限责任公司,杜氏旅游村,精准一致,杜氏旅游景区
339,051263271310,精元电脑江苏有限公司,精元电脑(江苏)有限公司,精准一致,精元电脑(江苏)有限公司
340,05592130438,佳佳书屋,佳佳书屋(文峰西路),精准一致,佳佳书屋
341,051288188800,苏州达方电子有限公司,苏州达方电子有限公司,精准一致,苏州达方电子有限公司
342,03534350092,阳泉市热力公司西区管理站,阳泉市热力公司西区管理站,精准一致,
343,04193506988,辽阳市环海运输有限公司,辽阳市环海运输有限公司,精准一致,
344,07715861919,广西丹泉酒业营销有限公司,广西丹泉酒业营销有限公司,精准一致,广西坤和酒业有限公司
345,02131089888,上海赛科利汽车模具有限公司,上海赛科利汽车模具技术应用有限公司,精准一致,上海赛科利汽车模具技术应用有限公司
346,031188328958*8818838,石家庄市程捷运输公司,石家庄市程捷运输公司,精准一致,
347,05947511601*000,莆田市皇冠制罐有限公司,莆田市皇冠制罐有限公司,精准一致,
348,075582211950,深圳市星银医药有限公司,深圳市星银医药有限公司,精准一致,
349,02029008532,小文批发有限公司,小文批发有限公司,精准一致,
350,03517964633,中国邮政集团太原邮区中心局,中国邮政集团太原邮区中心局,精准一致,
351,037763897979,信阳市文新茶叶有限责任公司,信阳市文新茶叶有限责任公司,精准一致,文新信阳毛尖
352,04712841605,中国邮政速递物流內蒙分公司,中国邮政速递物流內蒙分公司,精准一致,
353,03173350888,任丘创新采暖设备有限公司,任丘创新采暖设备有限公司,精准一致,创新采暖设备地暖锅炉有限公司
354,05962150536,福建强兴婴童用品有限公司,福建强兴婴童用品有限公司,精准一致,
355,01087574351,北京图盛科技有限公司,北京图盛科技有限公司,精准一致,
356,051086831188,江阴市文林乾飞服饰厂,江阴市文林乾飞服饰厂,精准一致,
357,075527460709,深圳市卓美瑞科技有限公司,深圳市卓美瑞科技有限公司,精准一致,深圳市卓美瑞科技有限公司
358,05592937888*2400,黄山明珠酒店,黄山明珠酒店,精准一致,
359,05927888800*3558,友达光电厦门有限公司,友达光电厦门有限公司,精准一致,
360,052785268820,泗阳经济开发区学校,泗阳经济开发区学校,精准一致,泗阳开发区学校
361,02028609680,国光股份有限公司,国光电器股份有限公司(总台),精准一致,国光电器股份有限公司(总台)
362,05353469451,喜星电子烟台有限公司,喜星电子烟台有限公司,精准一致,
363,09372688169,酒泉职业技术学院,酒泉职业技术学院,精准一致,酒泉职业技术学院
364,075588219109,深圳市深科技工学校,深圳市深科技工学校,精准一致,
365,075527129696,凯莉花边制品深圳有限公司,凯莉花边制品深圳有限公司,精准一致,新兴橡根厂
366,037760368833,南阳新合作淅川分公司经理,南阳新合作淅川分公司经理,精准一致,
367,04155768057,顺安工程设备租赁有限公司,顺安工程设备租赁有限公司,精准一致,
368,05966066115,周大福,周大福(漳州艾美百货店),精准一致,周大福(漳州艾美百货店)
369,07522629446,惠州市德赛电池有限公司,惠州市德赛电池有限公司,精准一致,
370,02137818168*64312,广达上海制造城,广达上海制造城,精准一致,
371,03728627888,滑县凯运汽车贸易有限公司,滑县凯运汽车贸易有限公司,精准一致,滑县凯运汽贸
372,076988789186,东莞市玖亿化工有限公司,东莞市玖亿化工有限公司,精准一致,
373,02431601682,四海联拓国际货运代理有限公司,四海联拓国际货运代理有限公司,精准一致,
374,03124380569,河北倍驰商贸有限公司,河北倍驰商贸有限公司,精准一致,
375,037967326385,香江万基铝业有限公司,香江万基铝业有限公司,精准一致,洛阳香江万基铝业有限公司1
376,03127557125,保定云诺信息技术有限公司,保定云诺信息技术服务有限公司,精准一致,保定云诺信息技术服务有限公司
377,02023324494,广州瓷肌化妆品有限公司,广州瓷肌化妆品有限公司,精准一致,
378,02037302075,广州市乐有家地产有限公司,广州市乐有家地产有限公司,精准一致,
379,01056573822,亚马逊（中国）投资有限公司,亚马逊（中国）投资有限公司,精准一致,
380,07502226081,开平市万象物流自营站,开平市万象物流自营站,精准一致,
381,043185670405,长春市新瑞麒有限公司,长春市新瑞麒装饰有限公司(同志街营业部),精准一致,长春市新瑞麒装饰有限公司(同志街营业部)
382,07522355305,惠州市盈灿盛投资有限公司,惠州市盈灿盛投资有限公司,精准一致,
383,03742751666,许昌裕同印刷包装有限公司,许昌裕同印刷包装有限公司,精准一致,许昌裕同印刷包装有限公司
384,03742751666,许昌裕同印刷包装有限公司,许昌裕同印刷包装有限公司,精准一致,许昌裕同印刷包装有限公司
385,02258836579,天津市旺达投资咨询有限公司,天津市旺达投资咨询有限公司,精准一致,
386,04542323585,富锦市供水公司,富锦市供水公司,精准一致,富锦市供水联营公司
387,059588891177,福建省港顺远洋渔业有限公司,福建省港顺远洋渔业有限公司,精准一致,
388,073183285807,长沙市蓝思科技股份有限公司,长沙市蓝思科技股份有限公司,精准一致,蓝思科技(长沙)有限公司(4088)
389,037125593333,兰考县三义寨大树幼稚园,兰考县三义寨大树幼稚园,精准一致,大树图文
390,076981908288,东莞联丰科艺金属有限公司,东莞联丰科艺金属有限公司,精准一致,东莞联丰科艺金属有限公司
391,051087492809,宜兴市宏明瓷业有限公司,宜兴市宏明瓷业有限公司,精准一致,宜兴市宏明瓷业有限公司
392,076086936666,英商马田纺织品中山有限公司,英商马田纺织品(中国中山)有限公司,精准一致,英商马田纺织品(中国中山)有限公司
393,06627713611,阳春市人寿保险有限公司,阳春市人寿保险有限公司,精准一致,
394,057688011591,浙江超力机械工具有限公司,浙江超力机械工具制造有限公司,精准一致,浙江超力机械工具制造有限公司业务部
395,02160460210,上海机场国际旅行社有限公司,上海机场国际旅行社有限公司,精准一致,
396,04792247336,布尔特綽诺文化传媒有限公司,布尔特綽诺文化传媒有限公司,精准一致,
397,03592125988,山西运城高速公路有限公司,山西运城高速公路有限公司,精准一致,候运高速公路建设有限责任公司
398,07525706992,惠州至精精密有限公司,惠州至精精密有限公司,精准一致,惠州至精精密技术有限公司镇隆分公司
399,05363521799,山东盛世泰来橡胶科技有限公司,山东盛世泰来橡胶科技有限公司,精准一致,山东盛世泰来橡胶科技有限公司
400,03192580259,蒙正学堂,蒙正学堂,精准一致,尔雅教育培训学校
401,03515222542,中国平安股份有限公司,中国平安股份有限公司,精准一致,
402,057768806036,苍南县伊凡网络有限公司,苍南县伊凡网络有限公司,精准一致,
403,075533873999,深圳市裕同包装科技股份公司,深圳市裕同包装科技股份有限公司,精准一致,深圳市裕同包装科技股份有限公司
404,02867277703,成都京东方光电科技有限公司,成都京东方光电科技有限公司,精准一致,
405,03766926006,平顶山银行股份有限公司,平顶山银行股份有限公司,精准一致,
406,03555815000,中国移动,中国移动,精准一致,
407,02086181588,广州奥凯锐斯照明有限公司,广州奥凯锐斯照明有限公司,精准一致,广州奥凯锐斯照明有限公司
408,051252482506,江苏隆力奇生物科技有限公司,江苏隆力奇生物科技股份有限公司,精准一致,江苏隆力奇生物科技股份有限公司
409,05352525666,莱州市北莱公路有限公司,莱州市北莱公路投资有限公司,精准一致,
410,037960650038,平安银行,平安银行(青岛分行营业部),精准一致,
411,051083623990,无锡市永亿精密铸造有限公司,永亿精密铸造有限公司,精准一致,
